구인상태,사업장명,근무지역,직종,연령,성별,급여,근무시간,채용인원,근무내용,지원방법,지원서류,업종,종류,구인제목,근무형태,경력조건,접수마감
구인중,(주)삼구아이앤씨,종로구 도렴동,빌딩 청소원,~65세,여,월207만원,05:30~15:30,1명,"<(주)삼구아이앤씨>빌딩 청소원 1명센터포인트 광화문 빌딩 청소 업무(건물 사무실, 화장실, 층 로비 청소 등)*1시간(05:30까지) 조기 출근해야 하므로 사업장 인근 거주자 희망(1시간 조기근무수당 486,000원 추가 지급)*월207만원*주5일05:30~15:30(휴게 08:30~10:00, 12:00~13:00, 총 2시간 30분)*계약직(12개월)*근무지 서울특별시 종로구 새문안로5길 31 (도렴동) 센터포인트 광화문빌딩*여, ~65세",*상담사 알선 02-6220-8640,,,민간,종로구 도렴동 빌딩 청소원 모집,주5일,무관,모집 완료 시 마감
구인중,대한종합개발주식회사,강동구 암사동,상가 기전직원,~69세,남,월261만원,,1명,"<대한종합개발주식회사>상가 기전직원 1명강동롯데캐슬 종합상가 건물 내 시설물 관리 유지보수 업무*자격증 및 경력 무관하나 시설물 유지보수 경험자*월261만원*격일07:00~익일07:00(휴게 주간 2시간, 야간 7시간)*계약직(12개월)*근무지 서울특별시 강동구 고덕로 133 (암사동) 강동롯데캐슬 상가*남, ~69세",*상담사 알선 02-6220-8640,,,민간,강동구 암사동 상가 기전직원 모집,격일,무관,모집 완료 시 마감
구인중,서대문노인복지관 요양센터,서대문구 천연동,요양보호사,무관,무관,"월2,074,580원 이상",,3명,"서대문노인복지관 요양센터 요양보호사 채용공고사회복지법인 새문안교회사회복지재단에서 운영하고 있는 서대문노인복지관 요양센터에서 근무할 요양보호사를 다음과 같이 모집 공고합니다. 2024년 4월 5일서대문노인복지관 요양센터장 1. 채용분야 및 선발예정인원 / 근무여건○ 내 용 : 요양보호사○ 모집 인원 : 3명 구분요양보호사근무시간3교대 8시간 근무(D)09:00~18:00 / (M)07:00~16:00(E)13:30~22:30 / (N)22:30~07:30근무시작일2024년 4월 중 (예정)급여수준2,074,580원 이상 (4대 보험 포함, 야간수당 별도 지급, 퇴직금별도)※ 요양보호사 간 호봉제 있음 2. 시험방법○ 1차 시험 : 서류전형○ 2차 시험 : 면접시험(1차 서류전형 합격자에 한함)3. 접수기간 : 2024년 4월 5일(금) ～ 채용 시까지4. 접수방법 : E-mail(bab7838@naver.com), 팩스접수 (02-363-9916 / 팩스전송 후 연락요망)5. 제출서류가. 이력서(사진첨부) 1부. (자유양식)나. 자기소개서 1부. (자유양식)다. 요양보호사 자격증 사본 1부.라. 개인정보활용동의서 1부.6. 응시자 주의사항가. 접수된 서류는 일체 반환하지 아니하며, 제출된 서류에 기재된 사항이 사실과 다를 경우 채용을 취소할 수 있습니다.나. 응시원서나 각종 증명서의 기재사항 착오 및 누락, 연락 불능 등으로 발생한 불이익은 일체 응시자의 책임으로 합니다.다. 기타 자세한 사항은 서대문노인복지관 요양센터 TEL : 02-363-9915, 010-9740-9984 심현정 과장 문의하여 주시기 바랍니다.라. 채용 적격자 없을 시 모집 취소합니다.","이메일, 팩스접수",서대문노인복지관+요양센터+요양보호사+채용공고+및+개인정보활용동의서.hwp,,민간,서대문구 천연동 요양보호사 모집,,무관,모집 완료 시 마감
구인중,용산노인종합복지관,용산구 한남동,조리보조원,만 60세 미만,무관,"월급 2,296,000원",06:30~15:30,1명,"시립용산노인종합복지관 조리보조원 채용 재공고(저소득어르신 건강형 식사지원사업 )시립용산노인종합복지관에서는 전문가로 함께 성장할 인재를 아래와 같이 채용하고자 하오니 많은 지원 바랍니다. 2024년 4월 3일 시립용산노인종합복지관----------------------------------------------------------------------------------------------------------------------채용내용 및 근로조건1) 채용내용채용분야응시자격 및 결격사유인원조리보조원○ 응시자격가. 조리사 자격증 소지자 우대나. 학력, 성별 제한 없음 (정년 60세)○ 다음의 결격사유에 해당하지 않는 자가. 사회복지사업법에 따라 사회복지시설 종사자 결격사유에 해당되지 않는 자 (법 제35조의2(종사자) 제2항)    나. 범죄(성범죄 등), 노인학대 관련범죄, 장애인학대 관련범죄         조회 시 결격사유가 없는자        ※ 입사 전 범죄 경력 조회 실시하며, 결격사유 해당 시 합격 및 고용 취소총 1명(계약직)2) 근로장소 : 시립용산노인종합복지관(서울시 용산구 독서당로11길 16)3) 근로시작 : 2024년 4월 22일(월)4) 근로기간 : 2024.04.22.(월)~2024.12.31.(화) (3개월 시용근로 포함)5) 근로시간 : 06:30~15:30(주 5일, 일 8시간, 휴게시간 1시간 포함)6) 근무부서 및 담당(예정) 업무 : 행복이음과(영양급식팀), 건강형 식사지원사업(조리담당, 도시락 포장 등)※ 예정업무는 업무분장에 따라 변경될 수 있음7) 급여조건 : 「서울시 사회복지시설 인건비」 지급기준(인건비) 기능직 1호봉 기준 동일 적용구분기본급비고기능직 1호봉 기준2,296,000원- 4대 보험 본인부담금 포함- 매월 정액급식비 100,000원 지급- 기타 수당(시간외근무수당, 명절수당 등)8) 채용과정 : 시용계약 기간은 3개월로써 시용기간 중 근무평정을 통하여 계약 진행※ 시용기간은 근속연수에 포함되며, 급여는 동일  2. 채용일정(홈페이지 게시 및 개별연락)1) 채용공고 및 원서접수 : 2024.04.03.(수)~2024.04.11.(목) 18:00까지 도착분2) 원서접수 방법 : 이메일 접수 yongsannoin108@gmail.com3) 서류전형 합격자 발표 : 2024.04.12.(금) (홈페이지 게시 및 서류전형 합격자에게 개별연락)4) 서류합격자 면접 : 2024.04.15.(월) 15:00 예정 ※ 추후 서류전형 합격자에게 개별 안내5) 최종합격자 발표 : 추후 홈페이지 게시 및 개별연락※ 재공고 시 자격요건 변경될 수 있음※ 합격자에 한하여 복지관에서 요청하는 서류 제출 및 검토 후 최종 합격※ 상기 일정 및 인원은 사정에 따라 조정될 수 있습니다. (변경 시 사전공고 예정)※ 1순위 채용적격자에 대한 채용취소 사유가 있을 경우 차순위 채용적격자가 채용될 수 있음을 알려드립니다.※ 자세한 내용은 공고문을 확인해주시길 바랍니다. (공고문 미확인에 따른 불이익은 책임지지 않습니다)문의: 시립용산노인종합복지관 김혜지 과장 02-794-6100",yongsannoin108@gmail.com,첨부 시립용산노인종합복지관 조리보조원 지원양식.hwp,,민간,용산구 한남동 조리보조원 모집,주5일,무관,모집 완료 시 마감
구인중,HC택시,서울시내,택시운전사,55세~65세,무관,근무형태에 따른 임금 변동+성과급,,10명,"<HC택시>HC택시는 서울 광진구(어린이대공원역)에 위치한 법인 택시 회사로 기사님이 만족하면서 일할 수 있는 편안한 업무 환경을 위해 노력하고 있습니다. ※ 운수관리 업무 효율화(ERP시스템 연동,기사 승무관리 앱 지원 등) +휴게실/정비반/배차실 처음 택시를 시작하시는 분 또는 이직을 준비하시는 분 모두 편하게 문의 부탁드립니다. [담당업무]  - 카카오택시 활용한 택시업무 [지원자격]- 광진구 거주자 우대, 택시운전자격증 필수, 운전가능자(2종이상 운전면허 보유)- 법인택시 경력 1년 이상 필수- 범죄이력 조회, 운전면허 결격 사유 없으신 분- 월 210만원 ※ 근무 형태에 따른 임금 변동 有 + 성과급- 연령: 55세~65세 [근무조건] - 주간,야간,교대근무/1인1차 선택 가능- 면접 시 임금 협의 및 안내[우대사항]- 택시 운전자격증 보유자 - 수행기사, 의전차량 운행 직무 경험자- 군 전역 간부, 경찰, 공무원 퇴직자 - 대형/특수면허 보유자 [면접안내] 서울 광진구 군자로 70 HC택시 108호 *운전경력증명서(정부 24발급) *운전면허증, 이력서 지참 [채용시, 추가 요청 자료] - 증명사진 6장, 주민등록등본 2통, 신규적성검사 확인서(3개월 이내)",*상담사 알선 02-6220-8640,,,민간,서울시내 택시운전사 모집,,경력,모집 완료 시 마감
구인중,(주)쿠폰스퀘어,송파구 송파동,텔레마케터,~73세,여,"연봉 2,040원~4,000만원",09:30~17:00,5명,"<(주)쿠폰스퀘어>텔레마케터(TM) 5명*직무내용: 전국 초등, 중등, 고등학교 대상으로 회원모집 / 찾아가는 공연, 외부활동, 진로체험, 문화체험 등 홍보와 계약관리공연 제작 회사로, 제작한 공연을 전국에 있는 학교 대상으로 공연을 알리고, 홍보하고, 계약을 맺는 업무입니다. *우대사항: 아웃바운드 TM 경력자, 문서작성 가능자*연봉 2,040만원~4,000만원(기본 170만원+인센티브)*주5일 09:30~17:00(휴게시간 12:00~13:00) 하루 6.5시간 근무*상용직*근무지 서울특별시 송파구 백제고분로46길 11 (송파동) 삼창빌딩 203호 -> 근무지역 선택이 가능합니다. 송파구, 영등포구, 경기도 하남시*여, ~73세",*상담사 알선 02-6220-8640,,,민간,송파구 송파동 텔레마케터 모집,주5일,무관,모집 완료 시 마감
구인중,(주)삼정경보,서초구 서초동,빌딩 청소원,65세~75세,여,월115만원,06:00~11:00,1명,"<(주)삼정경보>빌딩 청소원 1명남부터미널역 인근 준영빌딩 청소 업무*월115만원*주6일(평일06:00~11:00, 토 07:00~09:00)*상용직*근무지 서울특별시 서초구 서초중앙로 36 (서초동) 준영빌딩*여, 65세~75세",*상담사 알선 02-6220-8640,,,민간,서초구 서초동 빌딩 청소원 모집,주6일,무관,모집 완료 시 마감
구인중,가비아,금천구 가산동/서초구 서초동,야간 관제원,55세 이상,남,"연봉 4,000만원 이상",,6~15명,<가비아>야간 관제 시니어 경력사원 채용*경력 10년 이상서류 접수 기간 : 2024-03-15 09:00 ~ 2024-04-30 23:59 [채용 형태]*정규직 (수습 3개월)※ 정년 도래 시 1년 단위 계약 갱신 검토[근무지]*가산(LG 가산 디지털센터) : 서울 금천구 가산디지털1로 189 (주)LG 가산 디지털센터*서초(LGU+ KIDC 서초1센터) : 서울 서초구 남부순환로 2481※ 수습 기간 중 IDC(가산/서초) 순환 근무 후 부서를 배치함 [근무 형태]*야간 3교대 (야간/비번/비번) 근무*근무시간 - 20:00 ~ 익일 09:00 [휴게 2시간]※ 요일 무관 스케줄 근무[지원 자격]*만 50세 이상*유관 경력 10년 이상 보유자(관제/시스템 엔지니어/개발 등)*해외여행에 결격 사유가 없는 분[이런 일을 해요]*전산 장비/서비스/네트워크 모니터링 및 장애 대응 지원으로 이슈 조치 업무를 수행합니다.*모니터링 업무 수행 중 이상 징후 및 장애를 감지하고 통보하는 업무를 수행합니다.*하드웨어 장애 발생 시 장비/부품 교체 등 로컬 장애 대응 업무를 수행합니다.*고객의 문의 및 문제를 신속하고 전문적으로 대응하여 최상의 서비스를 제공합니다.[이런 분을 찾아요]*자신의 역할을 명확히 인식하고 끝까지 책임감 있는 자세로 일하는 분*능동적이고 주도적인 태도를 갖고 일하는 분*문제의 근본적인 원인에 대한 분석을 통해 해결책을 제시할 수 있는 분*야간 근무가 가능하신 분*가비아에서 장기적으로 커리어를 쌓아가실 분[이런 분이라면 더욱 좋아요]*인프라 구축 및 운영 관련 경험이 있는 분*시스템 분석 및 트러블슈팅에 경험이 있는 분,*상담사 알선 02-6220-8640,,,민간,금천구 가산동/서초구 서초동 야간 관제원 모집,,경력,모집 완료 시 마감
구인중,쁘띠호텔 통통,종로구 봉익동,룸메이드,~62세,무관,월235만원,09:30~17:30,2명,"<쁘띠호텔 통통>룸메이드 2명[업무내용]- 객실정비(객실청소), 세탁물 관리 등- 인스펙션- 체크인 객실 재확인 근무일수, 업무범위, 업무능력에 따라 급여 면접 시 협의*월235만원1) 주5일(토일 근무 가능한 자) 1명2) 주2일~주5일(토일 근무 가능한 자) 1명※ 임금은 주5일 기준으로 작성되었습니다.*시간 : 09:30-17:30 (하루 7시간 근무, 1시간 휴게시간) (시간 일부 조정 가능)*계약직(수습 3개월)*근무지 서울특별시 종로구 율곡로10길 91 (봉익동)*유경험자 우대하나 신입 지원 가능*성별무관, 55세~62세",*상담사 알선 02-6220-8640,,,민간,종로구 봉익동 룸메이드 모집,,무관,모집 완료 시 마감
구인중,강남시니어클럽,서울시내,강사(노인일자리 사업),만 60세 이상,무관,34만원,,상시모집,강남시니어클럽 2024년 노인일자리사업 추가 참여 회원 모집  문의: 서울강남시니어클럽 02-547-8866   gncsc@hanmail.net,서울강남시니어클럽 02-547-8866,,,민간,서울시내 강사(노인일자리 사업) 모집,,무관,모집 완료 시 마감
구인중,성동데이케어센터(병설),성동구 마장동,조리원(데이케어센터),~65세,무관,내용참조,,1명,"시립성동노인종합복지관 병설 성동데이케어센터 계약직 조리원 채용□ 채용개요 채용직위 : 계약직 조리원 채용직무 : 조리원 선발인원 : 1명□ 근무조건 근 무 처 : 성동노인종합복지관 병설 성동데이케어센터 근무기간 : 입사일 ~ 2024년 12월 31일 근무시간 : 주5일 근무(10:00~19:00) 수습기간 : 임용 후 3개월까지. 수습기간 동안의 근무평가를 실시 할 수 있으며, 근무 성적이 불량 또는 중대 결격사유가 있는 경우 임용이 취소 될 수 있음. (급여 100% 지급) 보수 : 2024년도 최저임금 기준 적용(급량비 별도 지급)□ 응시자격(직무수행요건) 공통자격 : 응시연령, 성별 제한 없음(단, 공고일 기준 만 65세를 초과하지 않는자) 우대사항 : 노인복지관?사회복지시설 경력자, 취업지원대상자(국가유공자, 장애인, 저소득층), 조리사 자격증 소지자 우대 다음의 결격 사유에 해당하지 않는 자 (결격사유 해당 시 합격 및 고용취소)① 사회복지사업법에 따라 사회복지시설 종사자 결격사유에 해당되지 않는 자(법 제35조의 2 제2항)② 노인복지법에 따라 노인학대관련범죄에 따른 결격사유가 없는자(법 제39조의 17 제1항)③ 범죄 및 성폭력범죄 조회 시 결격사유가 없는 자④ 채용 신체검사에 부적격 판정을 받은 자 □ 우대사항 대상우대자격 요건증빙서류취업지원대상자「국가유공자 등 예우 및 지원에 관한 법률」에 의한 취업지원대상자취업지원 대상자증명서장애인「장애인고용촉진 및 직업재활법 시행령」 제3조에 해당하는 자장애인증명서사회취약계층「국민기초생활보장법」 제2조 제2호, 제11호의 규정에 의한 기초생활보장 수급자 및 차상위 계층에 속한 자와 「한부모가족지원법」 제5조의 규정에 의하여 보호를 받는 한부모 가족수급자증명서, 한부모가족증명서(가족관계증명서 첨부) □ 채용전형 일정 및 방법 채용전형 일정 구분추진일정결과발표비고채용공고3월 19일(화) ~ 2024년 4월 1일(월)- 원서접수3월 19일(월) ~ 2024년 4월 1일(월) 13:00- 서류전형4월 1일(월)4월 1일(월) 면접전형4월 2일(화) 16:00 예정4월 2일(화) 합격자증빙서류 등록심사4월 3(수)-추가 면접합격자 대상 별도 요청최종합격자발표개별연락, 홈페이지별도 공지- 전형별 평가내용1) 1차 서류전형 : 응시자격에 적합한 자로서 서류전형 적격 여부, 내용 적합성(지원동기, 충실도, 논리적/표현력, 직무/기관이해도) 검정(정량, 정성평가)2) 2차 면접전형 : 개별면접, 서류전형 합격자 대상 직무수행에 필요한 능력 및 적격성 검정(정성평가) □ 지원서 접수 및 제출서류 접수기간 : 2024년 3월 19일(화) ~ 2024년 4월 1일(월) 오후 13시 도착분까지 제출서류 : 입사지원서, 자기소개서, 개인정보제공이용동의서 각 1부 지원방법 : 온라인 접수(sdsenior5118@naver.com) *우편 또는 방문 접수 불가 유의사항 : 입사지원서 양식은 반드시 자사 양식 작성※블라인드 채용을 위해 연령, 성별, 출신지역, 출신학교 등의 노출 주의(불합격 등의 불이익 발생 할 수 있음) 문의처 : 성동노인종합복지관 병설 성동데이케어센터 채용 담당 이상혁 팀장(02-2298-5177)□ 기타 유의사항1) 채용공고 안내문 미숙지, 지원서 기재 착오 및 누락, 연락 불가능, 중복지원, 미자격자 지원, 서류 접수 미확인, 채용공고 및 변경 공지 내용 미숙지 등으로 초래되는 불이익은 모두 당사자 부담으로 하며, 응시자가 제출한 모든 서류에 대해 발급기관의 확인을 거칠 예정임(기재 내용이 허위로 판명될 때에는 임용된 다음이라도 합격을 취소함).2) 공고문의 내용이 복지관 사정으로 변경될 때는 변경사항을 시립성동노인종합복지관 홈페이지 게시판에 공고함.(다만 변경된 공고내용을 확인할 책임은 응시(지원)자에게 있으며 개별적으로 안내하지 않을 수 있음.)3) 적격자가 없을 시 채용하지 않을 수 있으며, 채용 합격자가 없는 경우(적격자가 없거나 응시자가 없을 시) 재공고할 수 있음.4) 최종합격자의 입사 포기 또는 제출서류 허위사실 판명, 신원조회 결과 부적격 판정, 지원자격 미달 시 합격을 취소하며, 예비합격자(차순위자)를 최종합격 처리할 수 있음.5) 「채용절차의 공정화에 관한 법」 제11조제1항에 근거하여 이메일로 접수된 채용서류는 반환되지 않으며, 단, 증빙서류 등록심사 해당 서류 등의 반환 요청 시 즉시 반환하며, 반환 청구 기간은 180일까지로 하며, 반환에 소요되는 비용은 구인자가 부담함.6) 입사지원서 내 가점항목 작성 시 유의 사항(1). 취업지원대상자 여부 : 아래의 기준에 따른 ‘취업지원대상자’인 경우 보훈번호를 기재※ 취업지원대상자 : 「독립유공자에 관한 법률」제16조,「국가유공자 등 예우 및 지원에 관한 법률」제29조,「보훈보상대상자 지원에 관한 법률」제33조,「5·18민주유공자 예우에 관한 법률」제20조,「특수임무유공자 예우 및 단체설립에 관한 법률」제19조에 의한 취업지원 대상자 또는 「고엽제후유의증 등 환자지원 및 단체설립에 관한 법률」제7조에 의한 고엽제 후유의증 환자와 그 가족(2) 장애인 여부 : 아래 기준에 따른 장애인의 경우 장애인 증명서 상의 내용을 기재※ 장애인 : 「장애인복지법시행령」제2조에 따른 장애인 및 「국가유공자 등 예우 및 지원에 관한 법률 시행령」제14조제3항에 따른 상이등급기준에 해당하는 자(3) 저소득층 여부 : 아래의 기준에 따른 저소득층인 경우 해당 내용에 체크 표시※ 「국민기초생활보장법」에 따른 수급자 또는 「한부모지원법」에 따른 보호대상자에 해당하는 기간이 급여 수급 시작일로부터 원서 접수 마감일까지 계속하여 2년 이상인 사람공고문바로가기",온라인 접수 sdsenior5118@naver,붙임1.+재공고문+수정건_성동데이케어센터.hwp,,민간,성동구 마장동 조리원(데이케어센터) 모집,주5일,무관,모집 완료 시 마감
